id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT040-015,李敖语录,校对轮,已校对,人格,宁做真小人,我最讨厌装模作样，如果在“伪君子”和“真小人”之间必须选择一个，我会毫不犹豫的选择后者。这种性格使我在许多事情上表现得“一马当先”——当先去做“坏人”。最显著的一个例子是我二十岁时父亲的去世。我父亲死后，按照传统，要烧纸、诵经、拿哭丧棒弯下腰来装孝子，可是我不肯这样为“吊者大悦”去做“伪君子”，我的丧礼改革在二千人的送葬场面前挨了臭骂，可是我不在乎——我是“真小人”！（《十三年和十三月》）,005.立言家的真面目.txt,54,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"真小人,伪君子,人格",LAT040-025
LAT040-016,李敖语录,校对轮,已校对,方法,拒绝低级情绪,一、我痛恨情绪低，我永远不再有水准以下情绪问题——我从忧患里活过来，遭遇过情绪上的千万次难关，吃尽了这种自己整自己的苦，我痛恨自己有水准以下的情绪。情绪低问题根本就是二流现象二流反应，第一流的人绝对造出没有水准以下的感情。水准是一种平静——一种宁静致远的伟大修养下的平静。,005.立言家的真面目.txt,58,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"情绪,水准,方法",LAT040-027
LAT040-017,李敖语录,校对轮,已校对,方法,先明真理,我赞成“大义灭亲”，如果他站在“义”那边；我赞成“替天行道”，如果他站在“天”那边；我赞成“择善固执”，如果他站在“善”那边。可是，如果站错了边，以无信无义的表演去灭亲、以无法无天的假戏去行道、以不辨善恶的作秀去固执，因而造成了大错误，又何以善其后？因此，一个人在爱护真理前，必须先对真理仔细的弄清楚，弄清楚后，再“大义灭亲”、再“替天行道”、再“择善固执”，都不嫌迟。否则的话，童子操刀，仓皇上阵，把朋友一阵乱砍，这就不是仁人所忍为的了。（《雁行折翼》）,005.立言家的真面目.txt,61,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"真理,固执,方法",LAT040-028
LAT040-018,李敖语录,校对轮,已校对,方法,主动生活,电视的毛病并非它的内容全部要不得，也不是全部庸俗讨厌。电视的毛病出在它陪你养成一个坏习惯——一个不能主动生活的坏习惯。它把你有限的精神和时间给抢走，抢走还不算，还割得鸡零狗碎，使你简直无法过一个奋发有为的生活。你一天有限的精神和时间，被它一搅，整个的下半天就简直人心浮动。,005.立言家的真面目.txt,66,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"电视,时间,方法",LAT040-029
LAT040-019,李敖语录,校对轮,已校对,写作,写作工厂,我从来不在图书馆做研究工作，因为它远不如在自己家里有效率。在自己家里，我有一面又一面的大书桌、有复印机、有各种文具、有多样的设备、有音乐、有拖鞋……在图书馆中，哪有这么全？这么周到？这么自在？何况，在我做专题写作的时候，我的书桌，总是堆了满满的材料，在写作过程中，如同时进行其他的专题，我就无法搬下这批满满的材料而换上另一批，我只有用不同的书桌来同时写作，只换桌子，不换人，我用了舞女的术语——“转枱子”——来描写这一情况，我真的活在“转枱子”之中！没有心理准备的人，看到我这种“写作工厂”，一定忍不住不断的惊讶与惊叹。另一件引起惊讶与惊叹的，是屋里出奇的清洁、整齐，乍看起来，好像是一两个以上佣人的例行整理结果、维护结果，其实没有佣人，只有我自己，全部的清洁、整齐工作，都是我一个人做的。外面传说我的生活水准是美国式的、很阔，但他们不知道，不请佣人、没有中国主人的臭架子、没有四体不勤的懒惰，这才真是美国式的。,005.立言家的真面目.txt,72,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"书桌,研究,写作",LAT040-030
LAT040-020,李敖语录,校对轮,已校对,知识,资料收藏宁滥勿失,我生平收藏资料，是大规模的，正像韩愈《进学解》中所谓“贪多务得，细大不捐”、“俱收并蓄，待用无遗者”。在大规模的标准下，几乎有取无舍，只要片纸只字，就多在收藏之列。宁肯失之过滥，不肯失之交臂。——对资料的态度，正好和我的交友态度相反。,005.立言家的真面目.txt,77,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"资料,收藏,知识",LAT040-032
LAT040-021,李敖语录,校对轮,已校对,人格,保持自我,三十二年来，在这个岛上，在东方之滨，我努力使自己不受一时一地的污染，保持自我，做特立独行的大丈夫、男子汉。做一个永不自满的人，我觉得我做得不够好；但是，一位曾被判过死刑的老者的一番话，又常常在我耳边响起：“现在是团体对团体、组织对组织的时代，你只是一个人，在这岛上，谁又能比你做得更好？任何英雄豪杰，如果他只是一个人在这里，谁又能比你做得更多、更兴风作浪？”（《被封杀的“人民公敌》）,005.立言家的真面目.txt,96,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"自我,特立独行,人格",LAT040-034
LAT040-022,李敖语录,校对轮,已校对,人格,讲是非,我这一辈子就是要做一个讲是非不讲利害、不讲感情的表率。要做到这些，第一，自己必须要很强大，强大到不需要倚靠别人。第二，要有力量去传播自己的意思。第三，做到可以独来独往，有大无畏的气概。,005.立言家的真面目.txt,98,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"是非,强大,人格",LAT040-035
LAT040-023,李敖语录,校对轮,已校对,方法,全力以赴,等待、摸索、准备了那么多年，我才达到今天这种万事俱备的巅峰状态，我现在正全神贯注、全力以赴于生命的大业，珍惜余春和时机，有信心和全套可行的方法，以轻快而又豪迈的气魄推进。（《金兰琐碎》）,005.立言家的真面目.txt,101,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"生命,方法,工作",LAT040-036
LAT040-024,李敖语录,校对轮,已校对,人格,一身傲骨,大概只有老朋友，才对我这种“关门自大”的态度，不以为异，也毫不见怪。不深知我的人，就不习惯我这种大模大样了。其实我的自大，从不表现在脸上，只是表现在身上，我从无“满脸骄气”，却总有“一身傲骨”。这种傲骨，如今表现在“拒人千里之外，而不拒人于‘千秋’之外”上面，就更一发而不可收拾。我每月在《千秋评论》上用印刷品呼幺喝六，的确未免张狂了一点、神气活现了一点，只有深知自己的老朋友，才能消受得起，不是吗？,005.立言家的真面目.txt,112,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/005.立言家的真面目.txt,"傲骨,自大,人格",LAT040-038
LAT040-025,李敖语录,校对轮,已校对,写作,文字救世,我早在小学初中期间，就决定了我一生中想要做的一种人，今昔并无不同。我的志愿在用文字救世、鼓动风潮、关切苍生，我最看不起知识分子逃避现实。”（《童子功加老子功》）,006.我思我在.txt,4,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"文字,救世,写作",LAT040-039
LAT040-026,李敖语录,校对轮,已校对,政治,揭发真相,我会等待十七年，然后花十七个小时，去把敌人清算进历史。乡愿们老是劝人“往者已矣”，但是正义之士却总爱“温故知新”，正义之士是永不健忘的，健忘是对正义的一种亵渎。为了不使正义蒙尘，我们必须学会要永不停止的揭发真相、揭发真相、揭发真相。在真相的光照下，使我们流芳百世，使他们遗臭万年——在齐的太史、在晋的董狐，他们干的，不就正是这种事吗？（《一贯作业搜奇》）,006.我思我在.txt,8,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"真相,正义,政治",LAT040-041
LAT040-027,李敖语录,校对轮,已校对,知识,文化空中飞人,我的行业比较特殊，有人说我是作家，有人说我是历史家、思想家，或是什么什么家，其实我自己却觉得，与其说我是什么什么家，不如说我是“文化空中飞人”。这样子的描写与称谓，反倒更逼真、更切题。,006.我思我在.txt,10,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"文化,知识,自我定位",LAT040-042
LAT040-028,李敖语录,校对轮,已校对,写作,以文字称雄,我以文字称雄，可说“打遍天下无敌手”，我的敌人可以用种种方法对我纠缠，唯独在用笔杆方面，他们全无出手之力。这一情况，基本原因是李敖博学和他们不学的结果。不学固然好笑，但更好笑的是，他们竟不知其无知，反倒以疑神疑鬼来自欺欺人，这就太离谱了。（《为旧账算新账》）,006.我思我在.txt,14,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"文字,敌人,写作",LAT040-043
LAT040-029,李敖语录,校对轮,已校对,人格,持志不衰,我绝不愿丝毫破坏我的严肃生活而做感觉的奴役，事实上我目前所做的只还不过是行远自迩的开始，王龙谿说：“须从本原上彻底理会，种种嗜好、种种贪着、种种奇特技能、种种凡心习态，全体斩断，令干干净净，此志既真，功夫方有商量处。”因为不这样极端的硬干，就是“立志不真”而“用力未免间断”，一曝十寒的结果至多只能说是“有志”，而不能说是“持志”了。所以我要时时持志不衰把它变成有恒的习惯。（《大学札记》1957年5月20日）,006.我思我在.txt,16,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"立志,严肃生活,人格",LAT040-044
LAT040-030,李敖语录,校对轮,已校对,方法,重新决定下半生,四十三岁的人，一生中已经过到后半生，前半生的奔波、前半生的喜怒哀乐、成功和失败、收获和浪费、走上对的路和误入歧途、认识了好人和误交匪类，该做的和不该做的一切一切，都该冷静而又清楚的算它几天账。最后根据这本账，重新决定自己下半生该怎么过。,006.我思我在.txt,25,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"反省,人生,方法",LAT040-046
LAT040-031,李敖语录,校对轮,已校对,知识,整理观念,我一生的计划是想整理所有的人类的观念与行为，做出结论。人类的观念与行为种类太多了、太复杂了，我想一个个归纳出细目，然后把一个个细目理清、研究、解释、结论，找出来龙去脉。这不像是一个人做得了做得好的大工作，可是我却想一个人完成它。这是我一生留给人类留给中国人的最大礼物，因为自有人类有中国人以来，还没有过一个人，能够穷一生之力，专心整理所有的人类的观念与行为的每一问题。人类的观念与行为经过这样的一番大清算，会变得清楚、清醒，对前途大有帮助。（《上帝管两头，我管中间》）,006.我思我在.txt,38,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"观念,归纳,知识",LAT040-047
LAT040-032,李敖语录,校对轮,已校对,写作,书房里的战士,我对群众没有耐心。基本上，我是书房里的战士，虽不敢说是“将将”的人，至少意在影响将级（高级知识分子）而行吾道者。不过因为我太独行其道、不肯降格媚世，靠书房产品，在此孤岛，亦有大难，尚福（Nicholas Chamfort）说许多书的成功，乃在作者与群众之间有互相吻合的庸俗想法（The success of many books is due to the affinity between the mediocrity of the auther’s idea and those of the public.）。而我本人，却不但不肯吻合，反倒老是犯众怒，其不合时宜也，宜矣！苏东坡一肚皮不合时宜，尚有山水之乐与姨太太之乐，我则全无，想来不但所生非地（非台湾人），且亦非时（非古人）也！（《三致施性忠老哥》）,006.我思我在.txt,42,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"书房,群众,写作",LAT040-048
LAT040-033,李敖语录,校对轮,已校对,政治,思想领导政治,为什么我使《文星》杂志走“思想挂帅”的路线呢？因为我深信应该思想领导政治，不该政治领导思想。思想是一切的根源，思想是冷静的、细密的；政治是狂热的、粗糙的。“政治挂帅”是权力挂帅，照英国哲人的说法，权力使人腐化，绝对的权力使人绝对腐化，为了避免“政治挂帅”的腐化与绝对腐化，必须从根救起，在思想上为中国人定向，使中国人从跟上脱胎换骨，不再在思想上糊涂混乱。我深信，只有在思想上得救，中国人才能摆脱“愚昧无知的盲动”（ignorance in action），中国才能走上自由、民主、开明、进步的正路。,006.我思我在.txt,60,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"思想,政治,权力",LAT040-051
LAT040-034,李敖语录,校对轮,已校对,方法,独立思考,罗素对我的影响不小。罗素让我对每个问题有深入思考的兴趣和能力，这思考的结果可能和别人思考的一样，可是在过程中可能经过“见山不是山、见水不是水”的境界，最后又归于“见山是山、见水是水”的结论。,006.我思我在.txt,63,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"罗素,思考,方法",LAT040-052
LAT040-035,李敖语录,校对轮,已校对,写作,长文章的主题控制,很多人写不了长文章，因为他们的文章一长就显得松懈，让人看不下去。我写长文章的独到之处是资料扣得紧，主题不会因为文章长而被淹没，要做到这些相当不容易。,006.我思我在.txt,66,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"长文章,资料,写作",LAT040-053
LAT040-036,李敖语录,校对轮,已校对,方法,工作治苦闷,四、劳其筋骨。工作、劳动、运动、大量的工作、大量的劳动、运动，都是转移情绪钻牛角尖的特效药（积极可健身，消极可以生理疲劳转移）。何况这些事的本身，又可带来积极的收益。“工作是把苦闷变成快乐的炼丹仙人”“A busy bee has no time for sorrow”这些都是智慧的结果，不可不采行。（《论“快乐律”》）,006.我思我在.txt,79,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"工作,情绪,方法",LAT040-055
LAT040-037,李敖语录,校对轮,已校对,人格,大丈夫的智仁勇,什么是“大丈夫”？《韩非子》说：“所谓大丈夫者，谓智之大也。”这种解释，是不够的。大丈夫不但是智之大的，也是仁之大的，也是勇之大的。大智使自己不糊涂、不昏乱，清楚判断怎么做最好，怎么做最明智的决定与选择；大仁使自己有一种宗教的使徒的心怀——悲悯的、殉道的、有信念的、不求回报的、自我牺牲的、默然无语或慷慨陈词的——去“诚于中而形于外”，大勇使自己以果决的、刚毅的、不婆婆妈妈的、不拖泥带水的、快刀斩乱麻的霹雳手段，去把大智大仁的结论，立刻实行。,006.我思我在.txt,91,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"大丈夫,智仁勇,人格",LAT040-056
LAT040-038,李敖语录,校对轮,已校对,人格,横逆中化祸为福,我不怕任何横逆，我要在横逆中化祸为福、反败为胜。我绝不开追悼会，我只是借尸还魂，这是我的英雄气概。人生横逆之来，一般人的反应是失望、是沮丧、是泄气、是抱怨、是发怒、是流泪、是惊讶，而我的反应，却是从横逆中立刻笑嘻嘻的打主意，由劣势变到优势、由危机得到转机，想法子“因祸而为福，转败而为功”，最后从中取利。这种顽强与训练，是我完成的最佳成果之一。（《因祸为福说》）,006.我思我在.txt,94,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"横逆,化祸为福,人格",LAT040-057
LAT040-039,李敖语录,校对轮,已校对,写作,用笔打击不义,与其花五分钟用心去萦怀不义，不如花五分钟用笔去打击不义。前者是抽象的，后者是具体的；前者是没有法子的，后者是想出法子的。（《李语录》）,006.我思我在.txt,105,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"不义,用笔,写作",LAT040-059
LAT040-040,李敖语录,校对轮,已校对,方法,成绩检定,二十年来，我检定自己、检定别人的标准，都是看做事做出来的具体成绩，除此之外，一切苦衷、一切理由、一切等待、一切谦虚、一切吹牛、一切计划怎样怎样，都要鄙视，因为它们都没有做出来具体成绩，都不能算！他们发愿做这个做那个，其实这种愿，在没有具体成绩检定下，都是假的。（《地藏菩萨的本愿》）,006.我思我在.txt,107,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"成绩,检定,方法",LAT040-060
LAT040-041,李敖语录,校对轮,已校对,方法,把握常变,我认为人生中最重要的一种觉悟是对常变的觉悟。常是长时期的、一般的、持久的；变是短时期的、特殊情形的、拖过去就完了的。健康是常，一时生病是变；按进度工作是常，意外打扰破坏进度是变。成功的人生必须紧紧把握住常，对常有信念，尽力使变不发生，发生了也不因一时的情况而动摇对常的信念。比如我有时候病了一两天，病得有点对所有东西都乏味，这时候我就提醒自己：这是变、小变，不要为一时的变就意懒，在变时的这种判断是不准确的，这是短时期的、特殊情形的、拖过去就完了的。果然，过了多少个小时以后，就一切恢复常态。除了病以外，就是意外的打扰，尤其是不如意的打扰，也容易叫人沮丧，但是我的修养很能够在最短的时间里把这些打扰驱逐出境，又开心起来。除了意外的打扰，再就是疲倦时候，也容易叫人沮丧，不过我的修养也很快把这些情形解决。再就是“兴头上的想做什么”，比如说，忽然兴头上想上街走走，想看一场电影，想如何如何，这大都是兴头上的想念构成一种引诱，这时候的自己是对常态的厌倦，对变的渴求满足，这时候，我的修养又发挥了作用，我会提醒我自己，提醒我说这些只是暂时的幻，忍住一下不做，一会儿也就过去了。（《常与变》）,006.我思我在.txt,116,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"常变,人生,方法",LAT040-061
LAT040-042,李敖语录,校对轮,已校对,知识,间接经验的价值,我相信有好的训练与观察能力的高手，可以从许多间接的媒体上，得到许多“八九不离十”的经验，得到许多“虽不中，不远矣”的经验。按说人类所以能有大进步，就在人类有本领累积经验和间接吸取别人的经验，这种学习，才是真正的得其诀窍，否则一切都靠直接来的，这种人也就太笨了、太累了。,006.我思我在.txt,120,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"经验,学习,知识",LAT040-062
LAT040-043,李敖语录,校对轮,已校对,文化,反传统,在中国“反传统”的“传统”底下，无疑地说，我李敖是一名大将；怀疑地说，我李敖至少是一名廖化式的先锋。中国的腐败传统，在我的攻击之下，已经愈来愈不能苟安、不能躲藏。我不允许腐败的传统躲在阴影里狐祟，我要抓它出来，押在阳光里，捶它！（《爸爸·我·文学》）,006.我思我在.txt,128,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"反传统,文化,批判",LAT040-064
LAT040-044,李敖语录,校对轮,已校对,写作,文章重个性,在我的文章中，素来绝不忌讳“下里巴人”的语汇，我的表达法也是下里巴人式的，尽量是“有话直说，有屁直放”。有人说我的文章“有流氓气”，我也不否认。等到我翻翻所谓《台湾省戒严时期取缔流氓办法》以后，发现写文章“有流氓气”尚不致被违宪的移付外岛管训，于是我更“有屁直放”起来。,006.我思我在.txt,136,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"文章,个性,写作",LAT040-066
LAT040-045,李敖语录,校对轮,已校对,写作,过滤情绪看内容,文章里有很多情绪并没有关系，问题在把情绪过滤掉以后，这篇文章还剩下什么？,006.我思我在.txt,139,《大李敖全集6.0》分章节/005.诗集语录类/004.李敖语录/006.我思我在.txt,"文章,内容,写作",LAT040-067
