id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT091-011,李敖演讲集,提取轮,待校对,政治,美国神话要被拆穿,大体说来，你们各位是国家黑暗落后下出走到美洲的人，两百年前，富兰克林就指出：“哪里有自由，哪里便是我的祖国。”这种心态，其实是美国立国的基本理论，美国能够集合不同的人种、不同的移民，建立新国家，就是靠了这富兰克林式的心态。不过，尽管在美国落地生根，对中国不落叶归根，各位在感情上，对中国总有一股难舍的成分，这种难舍的，依依不舍的成分，就是“全美华人协会”成立的根源。你们各位；虽然在去留之间，做了去的选择，但对留在中国的同胞，总想做一点事、多做一点事。我不清楚别人的看法怎样，对我说来，我觉得全美华人虽然那么努力、那么热情、那么好心肠的为中国做事，我总觉得做得不够。这种感觉，只要拿全美犹太人一比较，便可得到证明。以色列与阿拉伯人战争，以色列总理梅厄夫人到美国，登高一呼，几亿美金，便从小气的犹太人手中慷慨的捐了出来，这种情形若发生在全美华人身上，恐怕是不可思议的。这就说明了全美华人还有待努力，努力去做一个去者的身份，以一个离去的人的身份，努力帮助留在中国的苦难同胞，而不要以为自己已经做得很多了。,004.19901029李敖全美华人协会颁奖典礼录音演讲.txt,16,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/004.19901029李敖全美华人协会颁奖典礼录音演讲.txt,政治;李敖;中国;祖国
LAT091-012,李敖演讲集,提取轮,待校对,政治,美国神话要被拆穿（004-17）,另一方面，做为去者、做为离去的人，也要有一种反省，尤其是从自己这一代就移民到美国的人，应该反省到你们在中国念了大学也好、念过中学也罢，其实那种机会，都是无异排挤掉别人念大学念中学的机会，才有了你个人的今天成就。以中国的资源、中国的财力、中国的预算，培养一个大学生、一个中学生，都是很难很吃力的事。最后辛苦培养的人，人才外流，为美国人做事，虽然功成名就，也可以使祖国与有荣焉、使祖国借一点光，但那毕竟是间接的、遥远的，人才外流的现象，是不可否认的，而人才外流就是国力外流。做为一个国家黑暗落后的去者，在“故国不堪回首月明中”的情况下，应该多一点惭愧，少一点得意与骄傲。佛经里看不起做“自了汉”，“自了汉”就是只管自己升天成佛的自私的男人，肯加入“全美华人协会”的朋友当然不是“自了汉”，不是这种男人，但是要扩大各位所做的、增加各位所做的，把“哪里有自由，哪里便是我的祖国”，变成“那里有祖国，我要使它变得自由”，这才是各位最后的抱负。,004.19901029李敖全美华人协会颁奖典礼录音演讲.txt,17,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/004.19901029李敖全美华人协会颁奖典礼录音演讲.txt,政治;李敖;中国;祖国
LAT091-013,李敖演讲集,提取轮,待校对,政治,国民党叙事要被拆穿（005-67）,我觉得我们这么多年以来，我们希望有一个反对党出现，我们眼巴巴的全民共识，希望有一个好的反对党。结果出现了以后，我们觉得它不是民主国家政党，它不学美国的政党，也不学英国政党，它学国民党。它有党旗、有党章、有中常委、有党主席、有中央评议委员、有党纪出分，都是跟国民党学的，国民党是跟苏联学的。到现在我们还看到国民党跟苏联学的这个痕迹，他的这个中央常务委员会就是政治局，他的中央委员现在叫中央委员，以前叫做中央执行委员。为什么执行两个字取消了？在马克思原来设计底下真正的权力是在中央委员，在执行委员，所以叫执行两个字。后来这个权力被夺走了，被斯大林他们夺走了，就把执行两个字取消了。所以国民党一开始是中央执行委员，现在就变成中央委员了，就全力跑到中央常委去了，常委员会去了。跟清朝一样，最后变成军机处，变成小军机处。这样政党的形式是一个落伍的，一个在政治学上属于那种集权国家的政党。可是民进党一学就学到了。,005.1992年李敖社会大学演讲.txt,67,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/005.1992年李敖社会大学演讲.txt,政治;李敖;国民党;美国
LAT091-014,李敖演讲集,提取轮,待校对,政治,国民党叙事要被拆穿（005-68）,我觉得我们很奇怪，为什么跟国民党学到这些坏的制度？并且连国民党都不肯再用的制度、抛弃掉的制度，民进党还在学。我举一个例子结束这个讲演，党纪处分里面，美国我是民主党，就说我是民主党，我不需要党证，也不需要宣誓，也不需要介绍，也不需要党费。所以当时美国民主党要选二次大战的英雄艾森豪威尔将军去做他们民主党总统候选人的时候，艾森豪威尔底牌一亮，我是共和党。他可以说他是什么党，他就是什么党，我欲党斯党至矣，是他高兴。,005.1992年李敖社会大学演讲.txt,68,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/005.1992年李敖社会大学演讲.txt,政治;李敖;国民党;美国
LAT091-015,李敖演讲集,提取轮,待校对,政治,美国神话要被拆穿（005-97）,所以我跟郑南榕讲，你说美国跟英国同文同种，也可以独立，并且变成个好的国家，有什么不好？当然好。可是你有没有看到历史？美国怎么独立的？美国跟英国打了一仗，美国打赢了。我们要不要跟中共打一仗？我们会不会打赢？如果你不面对这个问题，谈台湾独立只是我们心里很快乐、很爽，不切实际，这是实际的问题。所以我认为我们应该面对这个问题，就是说我们有钱了，我们发财了，大陆这些穷亲戚我们不要了，92万两黄金我们吃掉了，不要管他们，这样也很痛快，这样很无情，也很干脆。可是对面都不肯，那怎么办呢？我们希望我们跟他能够和平共存。可这时候我们发现唯一的办法是经济的方法，可是经济方法很可悲，轮不到我们来收买他们，他们已经把我们吃掉了。我认为也就是石齐平先生所预估的，大概在5年到10年之间，中共在经济上面就可以掐住我们的脖子，我们的企业出走，我们台湾的这个经济情况跟它发生很紧密的一层关系。最后在经济上面它就可以解决这个问题，它可以解决，轮不到我们来逃避。所以我们必须面对这个问题，要承认这个现象，搞这个台湾独立没有好处，也不切实际。,005.1992年李敖社会大学演讲.txt,97,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/005.1992年李敖社会大学演讲.txt,政治;李敖;台湾;美国
LAT091-016,李敖演讲集,提取轮,待校对,政治,国民党叙事要被拆穿（005-104）,李敖：请坐，我懂你意思。我认为他们搞得乱七八糟，也不会坏到哪里去。因为现在这批人目光很短浅，他们的发展什么都不信，你以为他们信三民主义吗？他们也不信。你以为他们忠于国民党或者忠于民进党吗？他们也不然，也未必。这批人是政客，可是政客有个好处，我认为台湾的方向就是日本的这个方向，就是自民党的方向。有多少大党、有派系，官商勾结就是这样子。官商勾结我们从乐观一点来看，不算很严重的事情，当然不公平，可这不算很严重。好比说我们说共产党是官倒，在我看起来，在我这种反动的历史家看起来有的时候不算很坏。这话怎么讲？中共不搞资本主义，不搞走资派，21世纪以后是全世界最穷的国家，所以一定要搞改革、搞开放，搞改革、搞开放就要搞资本，搞资本就要有资本家，资本家钱从何来？资本家来钱都是搞特权来的钱，都是搞官倒，搞官商勾结。,005.1992年李敖社会大学演讲.txt,104,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/005.1992年李敖社会大学演讲.txt,政治;李敖;台湾;国民党
LAT091-017,李敖演讲集,提取轮,待校对,知识,鲁迅不能被神话遮蔽,我举我的一个老师，最近刚刚死掉不久，叫台静农，台大文学院代理，院长也做过中文系主任，做了很久的。他死掉了，大家这么捧他，我就感到我们的悲哀，这个悲哀就是学格的悲哀，就scholarship，对学问标准的悲哀。我把台先生的学术著作全部统计过，发现他60年来他每天写多少学术著作呢？写了18个字，一天只写了18个字，这样懒惰的一个人怎么可以当成学者？可是他是学者。他为什么变成学者？因为他是个可爱的人，他很会交朋友，很会喝酒，为你刻图章，为你写毛笔字。就他是个可爱的老师，从此大家认为他是个学者。错了，他是个懒惰的学者，他是个可爱的人，可是被我们搞乱了，我们分不清了，所以认为这样就是学者。错的，他年轻时候曾经勇敢过，他跟过鲁迅，未名社的社员。当他被国民党抓起来修理了一阵，从此吓破胆了，从此不敢谈任何现实的问题。可这个还不严重，到台湾以后，他开始用他毛笔字写总统的格言、总统的训话，我觉得这太可耻了。,005.1992年李敖社会大学演讲.txt,106,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/005.1992年李敖社会大学演讲.txt,知识;李敖;台湾;国民党
LAT091-018,李敖演讲集,提取轮,待校对,法权,坐牢不能摧毁精神（005-109）,我曾批评过陶百川，陶百川现在是台湾的人权御史，我批评过他，原因就是说当年你在大陆干什么？现在我查出来了，在大陆时代，在这个50年前，他是警备司令部的军阀处长。那时候怎么样对待政治犯？你是政治犯，什么现在这么客气？给你关起来，给你审判，不要那么啰嗦，把你抓起来，口塞住，绑起来，放到麻袋里面，丢到黄浦江。什么人干这种事情？这样干这种蹂躏人权的事情就是陶百川。陶百川当年是迫害人权、蹂躏人权的急先锋，到台湾来变成了保障人权的御史，人生的这两极。我并没有说陶百川到台湾来以后改头换面是错的。可是对你的过去要忏悔，要向我们交代。你怎么交代你的过去？你总要忏悔一次，要说一句道歉，没有，他们把他们过去遮盖掉了。这就是我今天在台湾做了很多事情，就是把他们过去那些臭的历史都给挖出来了。我觉得这是很可耻的一件事情。所以我认为台湾在这43年来，我们所受的宣传、所受的教育都被污染了，我们自己被搅成一团，也许有一个办法可以帮各位觉得清爽一点，不是别的办法，就是看我的书。谢谢，谢谢！,005.1992年李敖社会大学演讲.txt,109,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/005.1992年李敖社会大学演讲.txt,法权;李敖;台湾;坐牢
LAT091-019,李敖演讲集,提取轮,待校对,政治,共产党问题要放回中国历史,再谈我的女儿，我女儿不是反对党，也不是执政党，也不是民进党，她是共产党，她现在四岁。为什么有这么小的共产党？我讲个故事给你们听，她跟我们讲话段落非常的清楚，她还跟我讲：爸爸！妈妈骂我！注意啊！这是陈述情况，情况是妈妈骂我。第二段，我不喜欢妈妈，这是划清界限，共产党喜欢划清界限，跟妈妈划清界限。第三句话说：爸爸我喜欢你！这是展开统战，共产党的。第四个，是你抱我！这就是提出要求。陈述情况，划清界限（这时许信良迟到入座）许总统好！（众笑鼓掌）陈述情况，划清界限，展开统战，提出要求，这四个阶段她分的很清楚，所以我觉得我的女儿是共产党。,006.19990509李敖来台50周年演讲.txt,60,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/006.19990509李敖来台50周年演讲.txt,政治;李敖;中国;共产党
LAT091-020,李敖演讲集,提取轮,待校对,政治,中华民国亡国要按史料看,我翻到一篇文章，1950年3月13号，大家记住这个日期哦！1950年3月13号，蒋介石在阳明山庄有一次秘密谈话，他说我们中华民国在去年，就是一九四九年，已经没有了！亡国了！用了四次中华民国亡国的句子。大家注意啊！中华民国的总统在1950年3月13号秘密谈话里面，讲中华民国已经亡国了！可是为什么我们到现在还喊中华民国呢？中华民国咸鱼翻身，连民进党都承认中华民国了！为什么中华民国忽然又这么值钱呢？就是我们我们有个幻觉，以为它没有亡，当我讲说我说它亡的时候，你们说你李敖危言耸听，丑化政府。可是我告诉你，1950年3月13号蒋介石一连四次说：中华民国亡国的时候，我们怎么解释这现象呢？所以有人说没有亡啊！中华民国在台湾，有人说没有亡，中国千分之三的领土，从来没有被共产党统治过。没有亡！,006.19990509李敖来台50周年演讲.txt,81,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/006.19990509李敖来台50周年演讲.txt,政治;李敖;台湾;中国
LAT091-021,李敖演讲集,提取轮,待校对,政治,国民党叙事要被拆穿（006-94）,所以我觉得国民党也进步，我虽然写了两本书骂国民党，但我觉得国民党有进步，什么进步啊？就是不再是国民党就是进步，国民党早晨八点钟上班，晚上五点钟下班了，国民党下班了，就不是国民党。我认为这是国民党的进步，为什么呢？个人价值尊严开始觉悟，我觉得这是人类很重要的一个觉悟。可是过份的觉悟又不好，太多的意识形态是错误的，太少的意识形态我觉得也是错误的。我觉得我们今天在台湾，尤其那些该死的新人类，新新人类，老是讲，只要我喜欢有什么不可以，就是不可以！为什么不可以？因为人有很多的责任，所以我觉得有很多意识形态，我们也要维持的。,006.19990509李敖来台50周年演讲.txt,94,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/006.19990509李敖来台50周年演讲.txt,政治;李敖;台湾;国民党
LAT091-022,李敖演讲集,提取轮,待校对,人格,人生要敢于瞪眼,第三部分我讲的是瞪眼人生。第一我讲过，冷眼人生；第二个是泪眼人生；第三是瞪眼人生。吹胡子瞪眼，瞪眼人生，表示什么？表示我们生气了，第一部份是智者的行为，第二部份是仁者的行为，第三部份就是勇者的行为。就是我们可以跟你瞪眼人生，这一部分我要讲得特别短，因为呢，我必须说50年来在台湾，这种敢瞪眼的人实在不多。所以，这一部分我怕大家惭愧，所以我就不多说了。可是我必须说，有一次我跟我的好朋友邓维桢先生谈，我说你怎么给我定位呢？人家说我李敖会写文章，错的；说我李敖会赚钱，也是错的；我李敖在中国的标准里面，所谓立德、立功、立言，我台湾没有功可立，台湾谁都没有功可立，台湾太小了；立言，我写了这么多的书，大家以为我在立言吗？错了，我觉得我真正的本意在立德，我觉得我给台湾做了一个，对不起，我要吹牛，伟大人格的榜样，在台湾的这个高压之下，我能够一路走来，始终如一。所以我的本领，我是立德，慢慢的，徐徐的，把这个“德”立出来，所以呢，我真正才应该叫徐立德，（笑）也该叫连战，因为我一直在作战。（笑）,006.19990509李敖来台50周年演讲.txt,98,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/006.19990509李敖来台50周年演讲.txt,人格;李敖;台湾;中国
LAT091-023,李敖演讲集,提取轮,待校对,政治,美国神话要被拆穿（006-100）,所以我认为人生里面有很多这种我们要用青眼来看他的人，台湾太粗糙了，很多有细腻动作的人，我们都忘记了。大家看看在慰安妇的事件里面，我觉得真正伟大的人就是王清峰，（清峰，站起来！）她那么辛辛苦苦地在推动这些事情，最后大家还记不记得那个地契，我坚持说这个东西要卖一千万，我们才卖，不然不脱手。省政府宋楚瑜真的很了不起，陈水扁只出了100万，施寄青老师，（施寄青站起来给我们看看）施寄青老师的计谋是叫陈水扁出100万，高雄市你能不出吗？所以高雄市市长吴敦义也出了100万，这时候施寄青连夜找到在座的黄义交，黄义交，（黄委员呢，在哪里？站起来给我们看看）还有何丽玲，（何丽玲站起来）黄义交黄委员他那时候，宋省长人在美国，他能够本着宋省长的心意，捐出了700万，比那陈水扁的手面大多了。可是我不肯，我说除非1000万这东西不卖的，有一个人偷偷地加进了300万，使得我的这个义卖成功，这个人就是王清峰，站起来。所以我说我们人间有很多这种值得青眼去看的小故事，从外国到台湾都有的，我们不要忘记了。,006.19990509李敖来台50周年演讲.txt,100,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/006.19990509李敖来台50周年演讲.txt,政治;李敖;台湾;陈水扁
LAT091-024,李敖演讲集,提取轮,待校对,法权,然后呢,我曾经讲过我最得意的一个故事，我在警备总部的时候被修理，修理的方法就是拶指，拶指就是说把原子笔，一个一个原子笔夹在的左手，然后他抓住你的右手，放在左手上面，然后他从外面用力捏你的右手，这个力量透过你的右手传达到你的左手当然很痛。然后呢，他放开手以后呢，还跟我戏谑性的开玩笑，李先生，不要怪我们喔，不是我们使你痛苦，是你的右手使你痛苦。我那时候疼得要死，可是我还会开玩笑，我说我不怪你们，可是我也不怪我的右手。他们说那你怪什么？我说我怪原子笔。（笑）最后我被关了一年以后，被移送的时候，他们才发现给我造成一个冤狱，他们说我是台独分子，可是我听不懂台湾话，他们奇怪这个台独分子不会讲台湾话，也听不懂，对我觉得好像很抱歉。我说不要难过，我说英国有个国王，叫做乔治第一，这个英国国王不会讲英文，为什么呢？他是德国过继过去的，所以呢，我可以告诉他，我说我即使不会讲台湾话，我也可能是台湾的王。,006.19990509李敖来台50周年演讲.txt,103,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/006.19990509李敖来台50周年演讲.txt,法权;李敖;台湾;台独
