id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT091-052,李敖演讲集,提取轮,待校对,法权,言论自由要靠争取（013-34）,拉拉杂杂讲这些，言论自由大家记得，你要有表达的能力才有言论，否则他们根本不想看，就失掉意义了。有没有这个技巧，有没有跟别人耐心斗争的能力，有没有这个技巧跟政府管制你言论的人有没有斗争的技巧？譬如说大家记得，我李敖有一个电视节目在环球，就是这个节目，现在在录影，都忘记了！《挑战李敖》前一阵子，我就公布了日本那个病态的女明星叶月里绪菜的裸照，上面带毛的裸照。对不对？今天张老师告诉我，新闻局罚了多少人的钱，不敢罚我们钱，只是说你要纠正，你要改正。改什么正？现在是把毛剪短给你看。实在是台湾的耻辱，全世界还管这种事情，真的是台湾的耻辱。那你李敖是提倡黄色吗？不对！我告诉你，提倡上黄色是一个技巧，我李敖的书过去被查禁了96本。你们看当年我出的书，封面都是很凉快的，都是裸体的女人。为什么这样子呢？因为我的书被查禁了，书店不要卖，书摊不给你摆。我们怎么卖呢？进入黑市，到临江街、通化街，这些地下黑市跟那些黄色书刊混在一起卖。所以我的书封面都是黄色书刊的，很多人傻傻地去买，买回来一看，买错了！结果就变成我的读者。这个就是技巧，用这个方法来突破。大家注意，西班牙本来在佛朗哥统治之下很严格的，可是怎么样突破呢？就大家现在出版黄色书刊，黄色书刊使你政府查不胜查，禁不胜禁，最后算了，尺度拓宽。然后从这个尺度拓宽以后，其他言论才跟进拓宽。所以大家不要笑话，我们可以看到很多女人的波霸，就是帮着我们突破言论自由的最好工具。知道吗？因为她可以制造出来一波未平一波又起。,013.19991123李敖淡江大学演讲.txt,34,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/013.19991123李敖淡江大学演讲.txt,法权;李敖;台湾;日本
LAT091-053,李敖演讲集,提取轮,待校对,法权,言论自由要靠争取（013-36）,所以这个时候，我就告诉你们，你们现在大学生，你们哪里是大学生，在我眼里看是中学生，你们只有一个标准符合大学生的标准，就是性生活，其他你们都是中学生。对不起！中学生、中学生！为什么这样？不是羞辱你们，是告诉你们，你们没有看到真的大学生什么样子。我举个例子给你看，正好是80年前，1919年中国发生五四运动。在五四运动的时候，大家想想看，最大的特色是学生站在第一线、知识分子站在第一线，向坏政府抗议，表达他们的思想。政客们跟在后面，跟随着学生往前走。今天的大学生看到没有，是政客们站在第一线，戴着那么丑的一个扁帽子来领导你们，你们还说它好看，你们不是被骗了吗？懂我意思吗？大学生应该是站在第一线的，现在你们退到最后一线，懂我意思吗？所以今天我很不客气的，也很坦白的向各位倚老卖老，来告诉大家什么是一个真的人？真的人在你们面前。什么是厉害的人？厉害的人在你面前。什么是守时的人？因为三分钟在我面前。我告诉各位，很快的这个讲演就会结束。所以1小时过去以后，我会开放1小时时间给你们向我问任何问题，都可以问，我们大家交换意见。不过，这个广告时间必须给他们，因为这就是言论自由的一个悲哀。就是你必须跟这些媒体结合，而这个媒体就要靠广告，所以我们必须承认这是一种无奈，所以你们要继续鼓掌。现在我答复各位的问题，都是书面的吗？,013.19991123李敖淡江大学演讲.txt,36,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/013.19991123李敖淡江大学演讲.txt,法权;李敖;中国;自由
LAT091-054,李敖演讲集,提取轮,待校对,法权,言论自由要靠争取（013-46）,李敖：我必须讲，虽然你说我臭屁，我觉得你的声音很好听，他是男低音。我们能不谈这些问题吗？当然我也愿意谈。我可以告诉你，我要选的人干什么呢？要配合我整个的运作。我的运作是什么？就是利用选举的机会来宣传我的理念，宣传新党的理念。我们也许不会当选，什么原因呢？因为很多原因跟客观的事实，你好没有用，你叫好可是不叫做，所以你还是不会延续下去。我举个例子，1912年，孙中山回到中国做了临时大总统。可是，他最后要让给袁世凯。为什么要让给袁世凯？因为袁世凯在形势上面，他卡位卡住了，你比他好，可是你不能够做。这也是为什么我们觉得新党的这个系统，可能我们在选举上面不利的原因。可是我们找我们有利的位阶，那个就是宣传我们的理念。所以我认为，有一个人如果在宣传理念场合，尤其最后的场合，在电视大辩论的时候，他有出乎其类、拔乎其萃的精彩表现，可以把其他的总统候选人、副总统候选人全都打倒了，他就是我的最好人选。这是我的标准，我不能要求其它的标准，这是我个人的标准。所以你问到了萧万长、连战了，我已经过去做过批评，连战是一个白痴，萧万长是第二个，还要附带一个白痴，就是被连战打成白痴的他的老婆。至于你问到阿扁的问题，我必须告诉你，阿扁是我的小老弟，当年我们争取言论自由的时候，我出钱给郑南榕，就是近现在的民进党立法委员叶菊兰的丈夫办杂志的时候，我是总监，阿扁是我手下的社长。所以他是跟我们一起，做过我们小弟的。所以阿扁我认为，他最大痛苦就是这个人他笑比哭还难看，他不能笑的，就非常难过，他挺严肃的一个人，他是个好的立法委员，可是绝不是个好的市长或者总统。所以我们看阿扁，他没有弹性。宋楚瑜有弹性，搞一位医生出来。许信良有弹性，到我们新党来挖人，看到没有？可是陈水扁到现在，他说他要选定吕秀莲，他应该改变了，他没有弹性。所以我认为陈水扁的应变能力比较差。我的答复你满意吗，男低音？,013.19991123李敖淡江大学演讲.txt,46,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/013.19991123李敖淡江大学演讲.txt,法权;李敖;中国;陈水扁
LAT091-055,李敖演讲集,提取轮,待校对,政治,民主不能只是口号,所以我觉得，我们谈自由和民主有个重要的标准，就是什么是第一优先？在一个全国的国家，有的人还没有穿裤子的时候，穿裤子第一优先。看到没有，香港的《开放》杂志登了一条文章，一群教授到了甘肃去考察，考察时候到了农家要水喝，进去以后，农人给他水喝，床上一个棉被在动，他们就问：里面什么人？他说：我的女儿。生病了？没有生病。午睡？也没有午睡。干什么？没有裤子穿，不能出来见你们。大家想到没有，唐朝那个诗《石壕吏》，夜里抓兵的时候，男人就逃掉了，老太太开门跟兵役科的科长说：室内更无人，惟有乳下孙。有孙母未去，出入无完裙。翻成白话是说，我屋里面没有别人，男生都没有，人跑掉了，怕当兵。只有一个吃奶的孙子还在，这个孙子的妈妈还在，没有离开。可是不能够见你，为什么？没有裙子穿，没有裤子穿。从一千年前的唐朝中国没有裤子穿开始，到现在中国的甘肃还有人没有裤子穿。请问，民主重要、自由重要，还是穿裤子重要？当然穿裤子重要。所以在他那个时代里面，在现在的中国安定，大家发财、走资派、走资本主义，大家有钱以后，仓禀实而知礼节，衣食足而知荣辱。衣食足才能够谈民主，我认为有这个阶段性的必要，这就是我反动的看法。你满意吗？,013.19991123李敖淡江大学演讲.txt,70,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/013.19991123李敖淡江大学演讲.txt,政治;李敖;中国;香港
LAT091-056,李敖演讲集,提取轮,待校对,法权,言论自由要靠争取（013-90）,李敖：请坐，大家忽略了一点，像我们争取言论自由，我在雷震主办《自由中国》的时代，我就写文章。可是写文章最大不同，像我的老同学施启扬他也写文章，他是用笔名写的，我是用真名写的。我觉得言论自由很重要一点，就是我对我所讲的话负责任。换句话说，这里面也相当的约束了自己，你敢说你真的话，你才能够去打击别人。好比说我写了6本干蒋介石的书，拿出来是证据；好比说我写了两本干李登辉的书，也是证据；两本干蒋经国的书，也是证据；两本干国民党的书，证据；一本干民进党的书，都是证据。所以我认为证据是支持你言论自由的一个重要工具。如果你没有这些证据，想匿名骂人，这个是不道德的。我认为这种人，不应该或者不正确的表达了他的言论自由。过去美国不有一个标准吗？言论自由可以。可是，你不可以发生在明白而立即的危险上面，你不能到电影院里面喊着火了，不能这样子，你没有这个自由。同样的，我认为人没有一个匿名骂人的自由，我认为没有。每个人要骂人，英雄好汉你站出来，就是我。我认为过分的匿名是不好的，至少不是一个好的表现。张老师是不是？,013.19991123李敖淡江大学演讲.txt,90,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/013.19991123李敖淡江大学演讲.txt,法权;李敖;中国;国民党
LAT091-057,李敖演讲集,提取轮,待校对,政治,国民党叙事要被拆穿（014-33）,李敖：谢谢你！我告诉各位，我现在代表新党参选总统。你们以为我的对手是各党各派吗？错了，我的对手是四个国民党。连战是国民党，宋楚瑜是国民党，阿扁也是国民党，他在国民党里面表现好的时候，得到奖状的时候，小马哥还没有得到，我告诉你们，他有这么好的记录。许信良是在国民党中央党部做事的高干，就在我看起来，我是跟四个国民党在竞选。所以在我看起来，没有什么谁是不是国民党的问题，他们统统都是国民党，懂我意思吗？所以我认为我现在面对的是这种情况，这个时候除非我们不选，如果我们要选，我们必须选一个，就是莎士比亚所说的：一筐的烂苹果，没有什么好挑的。我们必须挑一个比较不烂的。在这个时候如果我们给他们做定位的时候，我才说宋楚瑜比较稳健、连战比较保守、阿扁比较危险、许信良比较理想。在这种选择里面，当然都不要选他们，选李敖，可是李敖的机会又很少，为什么很少？我告诉你一个例子就好了，为什么1912年中华民国成立时候，孙中山当了中华民国大总统，就要让给袁世凯？为什么？袁世凯就是他所要推翻的那个旧政权的旧官僚，他为什么要让给他？就是形势比人强。为什么现在宋楚瑜能够兜得拢、吃得开？就是他那种旧政权的旧官僚。所以孙中山也会在这种情况底下，为了整个的国家利益会让给袁世凯。所以今天我可以告诉你们，你们选最好的是李敖。如果不可能，你们应该选一个比较稳健的，所以那个人就是我李敖的敌人，我所讨厌的宋楚瑜。就这么简单，它是个形式的问题。有问题。,014.19991124李敖东吴大学演讲.txt,33,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/014.19991124李敖东吴大学演讲.txt,政治;李敖;国民党
LAT091-058,李敖演讲集,提取轮,待校对,政治,国民党叙事要被拆穿（014-38）,李敖：当然要赞成政党政治，因为真正的直接民主只有在古代希腊才有。那个民主，就是说也没有麦克风，我跟你讲话，我的声音过来了，你听见了，就是那么多的人、那么多的环境。换句话说，大概是一两千人的可以实行直接民主。可是事实上，我们做不到了。人口爆炸以后，我们需要别人来代替我们实行民主，就所谓代议政治，进而到政党政治。政党政治在民主政治里面需要运作的，现在有的人没有政党了，像宋楚瑜他们，他们就说，那好了，我们是超党派的。可是我告诉你，当宋楚瑜他能当选以后，立刻就不超党派了，国民党会被他接收回来，国民党一部分人会向他靠拢，民进党一部分人会投奔他，新党的一部分败类、坏兔子也会投奔他。他不愁没有党，这是我可以告诉你整个的情况。至于说你前面的问题，我跟你说，中华民国怎么样，说我们是个国家。我可以告诉你，刚才你说有28个小国承认我们是国家，我们何必花钱买28个小国？我们把全台湾每一个县都独立嘛！澎湖国、屏东国、兰屿国、绿岛国，成立以后我们就互相承认，我们多便宜。很像那种蜗牛，每一个蜗牛都是雌雄同体的，这个甲蜗牛跟乙蜗牛见面以后，有一个蜗牛转了180度，我搞你，你搞我，这样不更好，对不对？所以我认为，你学的国际法跟我所了解的不一样，就是真的按照国际法，我讲过格劳秀斯的国际法的确是有四个条件就成立国家了。可是我们必须说，在现在这个世界里面需要别人承认，你才有国际法人的地位，否则你自己关着门过瘾，你什么都不是，这点我们必须承认是这个现象。,014.19991124李敖东吴大学演讲.txt,38,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/014.19991124李敖东吴大学演讲.txt,政治;李敖;台湾;国民党
LAT091-059,李敖演讲集,提取轮,待校对,政治,中华民国亡国要按史料看（014-40）,所以我可以告诉你，我们说中华民国绝对是自欺欺人的。什么原因？按照宪法，这领土应该涵盖整个中国大陆，可是按国民党的算法，包括外蒙古的时候，我们是台湾300比1，请问，你是300分之1的时候，你这个领土还算不算领土？好比说外蒙古走了，现在中华人民共和国跟我们的领土比例是266比1。请问中华民国按照宪法是包含了大陆领土，换句话说，265个单位的领土就不见了，只剩下其中之一，266分之1在台湾，你好意思说我还是完整的国家吗？我认为不能这样讲的。那当然我们还是会说，我讲过了，我们没有被你统治，至少这块土地是清净之地、清白之地。可是我认为你们都学过历史，我讲过，公元前221年秦始皇统一中国，对不对？我告诉你们，当时一个国家没有被统一到就是卫国。卫国是秦始皇死后在公元前209年才统一的。可是你们都念过中学历史课本，就说公元前221年秦始皇统一了中国，有没有再加个括号说卫国除外？没有。为什么？卫国不在话下，一定被统一的。我们再举个例子，公元960年宋太祖统一中国，可是告诉你，浙江地区的吴越没有被统一，吴越地区是宋太祖死了以后才被统一的。历史有没有这样说，公元960年，宋太祖统一中国，加个括号吴越除外？没有。1644年，清朝统一了中国，可是南明还在桂林，十七年以后才被灭亡。请问清朝政府说我现在不统一，不可以宣布，再等17年以后我才统一中国。历史不这样等待的，在历史家眼里，中华民国在台湾的地位是亡国的地位，虽然有这个千分之三的领土在台湾，可是历史不这样记载。,014.19991124李敖东吴大学演讲.txt,40,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/014.19991124李敖东吴大学演讲.txt,政治;李敖;台湾;中国
LAT091-060,李敖演讲集,提取轮,待校对,政治,台独历史被改写（014-44）,我一再拿一个例子给大家讲，并且讲过多少次了，大家不要笑，那不是一个妄想的例子，就是拿破仑的故事。我讲过，拿破仑不是欧洲大陆人，他是地中海科西嘉岛上的人，科西嘉的面积8720平方公里，比台湾小得很多。可是他们对欧洲大陆充满了仇恨，我们科西嘉要独立。当时科西嘉是被意大利的一个热那亚共和国所统治，可是科西嘉要闹独立，赶走这些外省人，赶走这些大陆人。可是没有成功，热那亚共和国被它烦死了，说他妈的，你要独立，我给你烦死了，我把你卖掉，卖给谁？卖给法国，法国是更大的大陆国家，所以科西嘉更独立不成功了。那个时候，一对科独的小夫妻，他们在科独失败以后，生下一个小男孩子就是拿破仑，拿破仑从小就是个科独分子。然后到了法国去学军事，满脑子的科独观念。后来有一天想通了，他知道为什么我要科独呢？为什么我要在8720平方公里上面称王呢？我要做法国的皇帝，不更过瘾吗？后来他真的做了法国的皇帝。我告诉你，我们真有机会去统一中国。有人说像彭明敏先生、像陈水扁，他们都发表过这个言论，大陆跟我们同文同种，我们要变成兄弟之邦，像英国和美国那样子兄弟之邦，好不好呢？当然好。可是我们不要忘记，英国跟美国兄弟之邦有个大前提，就是美国独立的时候英国说打它，美国打赢了，老子独立了，独立以后才变成了兄弟之邦。我们要不要跟他们打一仗？又面对了一个人打60个人，又面对着我们台湾的满街掰咖，又面对了我们的情夫被打死了。怎么办？这问题又来了，所以这个问题没有解决方法。所以我的意思才回过头来，从一国两制谈判是一个基点。那说一国两谈判失败怎么样？失败也没怎么样，我们什么都没损失，跟现在一样。所以我说有这么一个好的机会，为什么不去谈呢？我刚才讲过，它要求一国两制讲给全世界听，我们不跟他谈，他到处讲台湾人耍赖，不跟我们谈。我们跟他谈了以后，提出很多无理的要求，叫他接受；他不接受，我们就讲，你看见没有，大的欺负我们小的，对不对？我们到处告状，一样，他也吃不开。所以我认为有很多的机会，谈判总是比打仗好。并且我警告你们、告诉你们，我已经64岁了，我不要当兵了，第一点。第二点，我是叛乱犯，按照《兵役法》第十五条，被判决七年以上就不要当兵了，所以我也不要当兵了。要当兵是你们，害怕当兵的也是你们，手肘没有外弯的也是你们。对不起！为了保护你们，我才提出这些苦口婆心的意思，告诉你们，真的这个仗是不能打的。,014.19991124李敖东吴大学演讲.txt,44,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/014.19991124李敖东吴大学演讲.txt,政治;李敖;台湾;中国
LAT091-061,李敖演讲集,提取轮,待校对,政治,选举也可以变成思想运动,我们都在台湾岛上，选总统，台湾人当选不很好嘛，为什么限定是台南人？陈水扁口口声声说他不是一个很狭窄的人，我觉得事实上他把台南人也变得很狭窄了，难道台南人一定希望要台南人做台湾的总统吗？我想台南人没有这样狭窄。我看了这报导后，忍不住有这个感想。,015.19991128李敖台南演讲.txt,11,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/015.19991128李敖台南演讲.txt,政治;李敖;台湾;陈水扁
LAT091-062,李敖演讲集,提取轮,待校对,政治,国民党叙事要被拆穿（015-21）,今天我们以为李登辉多么有种、勇敢吗？错了！国、民两党国代可以联手促成国大延任案，新党这些国大代表，站在第一线，用亮票的方法证明我们的清白，结果都挡不住；换句话说，国、民两党联合起来，在国民大会超过绝大多数，可以通过让两国论进入宪法，“不敢！”为什么不敢？美国人不同意，共产党会打过来，所以共产党的钱其琛讲了一句风凉话，“原来是你李登辉的个人意思”。那李登辉不服气怎么办呢？就把它进入国民党的宣言。所以，我们搞两国论共产党就打，搞中华民国就不打，你说讽刺不讽刺？如果不是她喊要打，中华民国早就没有了，早就被李登辉、被民进党给换掉了。,015.19991128李敖台南演讲.txt,21,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/015.19991128李敖台南演讲.txt,政治;李敖;国民党;共产党
LAT091-063,李敖演讲集,提取轮,待校对,政治,蒋介石叙事要被拆穿（015-29）,我们能活到现在，就因为我们的祖先给了我们机会。第一次，一百年前甲午战争后，台湾割让给日本，我们的祖先昙花一现的抵抗，结果投降了，知道屈服活得久是等待机会，只要活过了五十一年，就亲眼看到日本人失败离开台湾。民国三十四年中国人打败日本人，台湾回到祖国怀抱，四年后，祖国回到台湾怀抱，蒋介石也跑到台湾来。国民党带来整个中国的黄金，让台湾经济起飞，现在五十年过去，这时候我们为什么不选择和中华人民共和国谈判，台湾未来西进发展时，就需要大陆的广大腹地、广大人力资源，可以说是为了给我们子孙一个机会。,015.19991128李敖台南演讲.txt,29,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/015.19991128李敖台南演讲.txt,政治;李敖;台湾;中国
LAT091-064,李敖演讲集,提取轮,待校对,政治,国民党叙事要被拆穿（016-5）,我告诉各位，我在台大历史系曾经是这样一个厉害的学生。最后我骂了老师，骂了文学院院长，骂了台大校长，我离开了。原因就是我真的做到了孔子所说的当仁不让于师，也就是希腊哲学家亚里士多德所说的，这句话不是原文，意思是说我爱柏拉图胜于余其他的任何东西，可是我爱真理胜于我的老师柏拉图。我真的做到这一点，所以我最后离开了台大。一离开这么多年来，在外面我跟台独的关系等于是人我两弃，台大把我丢的好远，我离开台大也好远。当我批评台湾大学的时候，我们历史系有两位学长，一位叫做陈骥，一位叫做吴章铨，他们两位合写了一封信给学校做建议，我笑他们是陈胜吴广起义。结果每人被记了一个大过，就是为了他们向学校做建议，使学校不高兴。后来我跟学校翻脸，正式办杂志、写文章公开骂校长的时候，这个校长就是现在国民党的监察院长、小官僚钱复的爸爸。公开骂他的时候，钱校长不敢惹我，也不敢开除我。他跑到教育部去告我的状，教育部部长是黄季陆，黄胖哥，胖胖的。黄季陆跟钱校长说，李敖你们不敢惹他，我们也不敢惹他。这就是教育部长当时的话。,016.19991130李敖台湾大学演讲.txt,5,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/016.19991130李敖台湾大学演讲.txt,政治;李敖;台湾;国民党
LAT091-065,李敖演讲集,提取轮,待校对,政治,台独历史被改写（016-26）,这就是你们今天真正听到了一个台湾大学的老学长，跟你们讲的真心话，勇敢的讲出来的真心话。知道吗？你以为我们是新党的总统候选人吗？新党都不敢谈一国两制，我告诉你们。我可以公开讲出来，为什么一国两制是好的，是可以谈的。我认为只有这个标准底下，我们才有希望。我告诉各位，我现在站在这里，我很感慨。感慨什么？我在台湾大学做学生的时候，我们那样努力的抵抗蒋介石专制政府，抵抗外省人坏的政权。我们主要的主轴是什么？我们希望我们台湾地区也好，中国地区也罢，将来变成一个自由、民主、开明、进步的社会，这是我们的目标。你们今天看看台独的英雄彭明敏他们那个宣言，我在我电子报里给他做了分析，一共有49个单元，其中谈到台湾要变成一个国家，只是一个单元；要加入联合国，两个单元；49个单元里面，只有两个单元轻描淡写的谈到了，我们要单独成为一个国家，要加入联合国。大家想想看，其他47个条件项目都跟台湾独立没有关系。什么？整个的看看这些项目，都是自由、民主、开明、进步，反对蒋介石独裁政权，这是个民主运动，他是个自由运动。今天整个被改写了，说那是台独运动。错的！那不是台独运动。前一天我还问了我的老同学，就是参加过彭明敏宣言的这个谢聪敏，我说你们到底什么运动？谢聪敏说，你知道嘛！那是民主运动，不是台独运动。今天整个被改写了。,016.19991130李敖台湾大学演讲.txt,26,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/016.19991130李敖台湾大学演讲.txt,政治;李敖;台湾;中国
LAT091-066,李敖演讲集,提取轮,待校对,方法,写作要有自己的标准,中国过去有一位了不起的军事家，叫做蒋百里，他曾经写过一部书叫做《国防论》。在《国防论》里面，他提出来一个观念，就是生活条件和战斗条件一致，这个国家就强；生活条件和战斗条件不一致，就弱。我举个例子，什么叫做一致，什么叫做不一致？你喜欢做研究工作，可是你没有钱做，白天朝九晚五，你要上班，晚上五点钟回来以后你才能够做研究工作，这个生活就不是快乐的生活。为什么呢？你白天的八小时不属于你。我李敖，我告诉各位，全部属于我，我的生活条件和我的战斗条件一致。当我很看不起那个讨厌的、乱法弄权的台大校长陈维昭的时候，我会写文章骂他，在电视里面干他，我还可以赚钱，懂我意思吗？我告他的状子，纸都买好了。我对他不满意的时候，我立刻就告他。现在市场比较萧条，我的被告也比较缺货，现在只剩下15个被告了。所以搞不好，我就要告他。我觉得太可耻了，台湾大学在台湾应该是一个领导性的、指标性的，这么一个学术单位，他的同学应该站在第一线，带领着台湾群众走正确的路线，可是今天显然没有做到这一点。你们小朋友那么聪明、那么可爱、那么天真，可是你们很不幸，在你们成长的过程里面，你们被污染了。很多事情你们以为你们在反叛，事实上你们的想法都被人给设定好了。所以你们以为在反叛，其实没有反叛，都被那些政客要你们怎么样，你们就怎么样，我觉得很可惜，你们被污染了。当然我不能说要求你们像我在台大那样子凶悍。可是你们至少可以做到一点，就是什么是真的这种愤怒的这一代所该想的事情，所该做的事情，也许你们应该想想看。,016.19991130李敖台湾大学演讲.txt,29,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/016.19991130李敖台湾大学演讲.txt,方法;李敖;台湾;中国
LAT091-067,李敖演讲集,提取轮,待校对,政治,美国神话要被拆穿（016-53）,关于你批评我整个的文章着墨不在大陆，我可以告诉你，我对大陆跟对台湾的确有两种不同的标准，我毫不掩饰的。我觉得今天的大陆就像我们50年前的台湾。当时我们就是要觉得需用严格的维持治安的方法来换取短时期的安定。这个安定下来以后，人民才能够修生养息；人民修生养息以后，才能够经济起飞；经济起飞以后，才能够有自由民主。所以我认为大陆今天所得到的时间不够，所以我认为要给他一段时间。为什么要给他时间呢？因为我讲过，大陆复苏的这个钱被运到台湾来了，全国的92万两黄金运到台湾来了，台湾是劫贫济富，用这全国35省的钱建设了台湾一个省。所以台湾经济起飞了，可是大陆丢掉了它的机会成本。所以我认为大陆变成一穷二白以后，要给他一段时间，它才能够慢慢的成长起来，我认为是给它时间。所以大家注意，在64事件以后，我的言论是反动的，我觉得64事件开枪是不得已的。我举个例子给你看，江泽民、朱镕基一到美国，人家问到起来，说你们六四为什么开枪？大家一问，就觉得这不好意思回答。我告诉各位，如果我是江泽民，我到了美国，当美国记者问到，说为什么你们六四开枪的时候，我会跟美国人说，你们美国人遇到这个局面，恐怕你们也要开枪。美国人说我们怎么开枪？我说看看你们历史，1932年有名的，就是福利金的一个行军，你们开着枪。什么原因呢？在第一次世界大战结束以后，美国的军人回到了美国，他们向政府要钱。美国人很笨，不要答应给他们钱，应该给他们发战士授权证。结果美国人想不到这一点，就答应给钱，说你们现在年轻，等1945年，你们老了我再给钱，他们同意了。结果到了1932年，美国全国经济大恐慌，老兵忍不住了，老兵到了华盛顿广场前面搭了帐篷，15000个老兵不肯走，要钱。美国政府怎么办？派出来他的参谋长麦克阿瑟将军，带着巴顿少将，带着艾森豪少校，骑着马，拿着刺刀，放出来毒瓦斯，结果美国的老兵被打死了，美国老兵的小孩子被毒瓦斯熏死了，一个小孩子就抢他的小熊，被刺刀扎伤了腿。你们美国人是这样对待你们自己的老兵的，为什么？美国人没有办法，在中央政府广场被包围不肯撤退的时候，只有动手。中国也是这样子，并没有要开枪，等了45天以后。45天还不走，怎么办？全国在串联，整个乱掉了。怎么办？要开枪。为什么不用水龙头？水龙头用了以后第二天，吾尔开希衣服干了，王丹衣服干了，柴玲衣服干了，又回来了，怎么得了啊！放枪，他妈的！你还敢闹吗？有效期间10年，乖乖的。看到没有？换取安定，来经济上复原。所以我说，我们有痛苦的原因要给他们时间，民主需要时间。中国的管子说：仓禀实而知礼节，衣食足而知荣辱。口袋有钱了才知民主，民主穷人干不出来的。所以今天我们要给他们机会，这是我的基本构想。谢谢你！,016.19991130李敖台湾大学演讲.txt,53,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/016.19991130李敖台湾大学演讲.txt,政治;李敖;台湾;中国
LAT091-068,李敖演讲集,提取轮,待校对,法权,言论自由要靠争取（017-8）,今天报纸上又说宋楚瑜当年如何打压言论自由，大家都在声讨他。我写了一百多本书，其中九十六本被查禁，当然宋楚瑜有责任，但是当时负责查禁书籍的，基本上是由台湾省警备总部或由各县市的新闻处出面，不是宋楚瑜的新闻局。前天《台湾时报》登了陈水扁的谈话，他说：搜集资料的世界大王就是李敖，李敖搜集到宋楚瑜如何开会压迫言论自由的资料。没错，资料是我搜集的，可是会议记录报告清楚看到宋楚瑜以新闻局长的身份在旁赞美军方，证明他只是一个共犯、从犯，至少这笔帐不能“总归户”到宋楚瑜的头上。,017.19991205李敖台中演讲.txt,8,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/017.19991205李敖台中演讲.txt,法权;李敖;台湾;陈水扁
LAT091-069,李敖演讲集,提取轮,待校对,知识,胡适价值要重新放回历史,我李敖对台湾最大的贡献，就是促进大家对历史的知识，可是李登辉对台湾最大的贡献，是促进台湾对地理的知识，我今天特地带来世界地图给大家看，我们花钱买了二十八个小国，可是这些小国在地图上找都找不到，所以，今天我们整个都被骗了。过去自由中国时代雷震提出“反攻无望论”，当时被蒋介石围剿，胡适先生从美国回来，雷震向胡适抱怨说：反攻明明没有希望，为什么讲这话要被人误解？胡适先生说：你们讲真话没错，可是你们破坏了千万人的希望，那个共同的希望就是要回大陆去。,017.19991205李敖台中演讲.txt,13,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/017.19991205李敖台中演讲.txt,知识;李敖;台湾;中国
LAT091-070,李敖演讲集,提取轮,待校对,政治,美国神话要被拆穿（017-23）,我再举一个例子，江泽民、朱镕基到美国和记者谈笑风生时，当记者问到六四天安门开枪的事，江、朱两人就心虚了，话讲不清楚、声音也小了。如果我李敖是江泽民或朱镕基，我会说：我们六四朝人民开枪是跟一个国家学的，那就是你们美国。第一次世界大战时，美国的军人到欧洲打仗，有人战死、有人战胜回来，回来后他们要求政府应该给他们一些补偿，结果美国政府说，现在你们还年轻，等1945年你们老了再给，他们也同意了。可是到了1932年美国发生经济大恐慌，全国人心惶惶，这些老兵也紧张了，要求能立刻拿到钱，他们到华盛顿中央政府的白宫前广场搭起棚帐，一万五千位老兵盘据着不肯走，当时美国总统胡佛下令参谋总长麦克阿瑟将他们驱逐，麦帅的手下巴顿将军带了一位少校艾森豪，骑着马、带着枪、拿着刺刀、毒瓦斯去驱逐这些老兵，有的老兵当场被打死或被瓦斯毒死，一个小男孩为了拿玩具熊，腿上还被刺刀扎了一刀。所以，你们美国是尊重自由、民主、人权的国家，可是当你们中央政府广场被盘据时，你们美国人也开枪，只不过我们中国人多，所以开枪得多，死的人多而已。,017.19991205李敖台中演讲.txt,23,《大李敖全集6.0》分章节/010.节目演讲类/011.李敖演讲集/017.19991205李敖台中演讲.txt,政治;李敖;中国;美国
